,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
64,테크·가전,"베이직북14 : 대기업 노트북과 비교해보세요, 20만원대 파격 울트라북!",베이직스,40466%,"2,023,334,000원",펀딩성공,"6,178",6873,"대기업 노트북과 비교해보세요, 20만원대 파격 울트라북! 베이직북 14는 가격의 상식을 뒤엎고, 새로운 기준을 제시하고자 합니다.",2019.01.22-2019.02.21,"5,000,000원"
65,테크·가전,"[만족도 1위 선풍기] 아직도 들고 다녀? ""땀쟁이 필수템"" 넥밴드선풍기",프린텍 주식회사,38025%,"380,251,693원",펀딩성공,"8,002",2300,"♥오픈 6일만에 ""전 수량 펀딩 완료"" 14759% 달성! 서포터들의 요청 사항을 반영해 돌아왔어요♥와디즈 “단독”으로 진행하는 단순생활 두번째 프로젝트! 넥밴드 선풍기",2020.06.10-2020.06.29,"1,000,000원"
66,테크·가전,약혐 - 처음 선보이는 피지 다이어트! 헤드팝 포커스,주식회사 하만,37477%,"374,775,150원",펀딩성공,"5,032",3353,무얼 해봐도 결국 또 다시 생기는 피지... 피지 고민을 FUN 하게 해결해 줄 처음 만나는 디바이스 [헤드팝 포커스],2020.10.12-2020.11.09,"1,000,000원"
67,테크·가전,[4억달성 앵콜]의사를 포기하고 5년간 눈 연구 후 만든 눈 근육 운동기,주식회사 에덴룩스,36345%,"545,177,000원",펀딩성공,"1,541",1893,오투스플러스는 디바이스와 게임 APP을 연동하여,2021.02.20-2021.03.22,"1,500,000원"
68,테크·가전,[앵콜] 가정용 DIY 전동공구의 최강자! 12종 헤드의 달인파워툴,주) 사람,32713%,"163,569,600원",펀딩성공,630,1699,"세계최초 12가지의 DIY 전문공구 달인공구가 세계시장에 도전합니다.와디즈 서포터 분들의 응원을 부탁드립니다,.",2020.03.30-2020.04.20,"500,000원"
69,테크·가전,"[20만원대 스마트북] 폰만 연결하면 노트북,휴대용모니터,태블릿으로 변신",주식회사 펀디지,31195%,"311,951,000원",펀딩성공,"1,208",2219,"당신의 스마트폰은 강합니다. 다만, 플립북과 함께라면말이죠. 연결만으로 노트북과 태블릿으로 변신 가능한 가성비 끝판왕 Flipbook!",2020.06.22-2020.07.19,"1,000,000원"
70,테크·가전,[앵콜]여행용기타-모가비(녹음+믹싱+BT스피커+폴더블),주식회사 짐,30477%,"152,388,000원",펀딩성공,253,318,"시끄러운 장소에서 잡음없이 깨끗한 연주원음을 녹음 할수 있습니다. 스마트폰과 연결하여 B/T스피커를 통해 연주음이 출력이 되며 여행, 캠핑을 갈때 간편히 접어서 갈 수 있습니다.",2021.03.26-2021.04.26,"500,000원"
71,테크·가전,착! 붙이는 보조배터리 #무선 #고속 #말도안되는초강력스펙까지!,착한텔레콤 커넥팅팟,30174%,"150,870,343원",펀딩성공,"4,481",2728,"진~짜 들고다니기 편한 무선 보조배터리! 파워풀한 스펙부터, 쓸모 있는 다양한 기능까지! #보조배터리끝판왕!#",2018.09.18-2018.10.31,"500,000원"
72,테크·가전,[글로벌8억펀딩] 번역기 아마존 베스트셀러 타임캐틀! 자유롭게 대화하세요,브이제이센타,29172%,"145,860,950원",펀딩성공,"1,115",1493,미국 펀딩 사이트 인디고고에서 75만 달러(한화 8억) 높은 펀딩금액으로 성공한 올인원 번역기 <타임캐틀 M2>을 소개합니다.,2020.11.17-2020.12.14,"500,000원"
73,테크·가전,의사를 포기하고 5년간 눈만 연구해서 만든 [눈 근육 운동기],주식회사에덴룩스,29059%,"435,895,010원",펀딩성공,"1,227",1725,"오투스플러스는 게임 APP과 연동하여 눈 속 근육을 꾸준히 운동할 수 있으며, 개인 맞춤화된 렌즈로 눈 건강을 도와주는 기기 입니다.",2020.10.30-2020.11.23,"1,500,000원"
